"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1016349158205108224","x1454107978118828034",2021-10-29 15:28:52,"Aprilll46","แฟนคลับไปบอกรัก จีซองก็เลยไปตอบเขาว่ารักเหมือนกัน???!!!!!!!!!!!!!!!! แล้วตอบด้วยเนื้อเพลง Favorite ของพี่ ๆ 127 ด้วย มา wa เขาไม่ธรรมดานะ คนคนนี้ https://t.co/oaD4rnNVzD","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1143251697231265792","snowxmochi","th",,,,,,,,,,,,,,,,"x1454106898035216387","แฟนคลับไปบอกรัก จีซองก็เลยไปตอบเขาว่ารักเหมือนกัน???!!!!!!!!!!!!!!!! แล้วตอบด้วยเนื้อเพลง Favorite ของพี่ ๆ 127 ด้วย มา wa เขาไม่ธรรมดานะ คนคนนี้ https://t.co/oaD4rnNVzD",2021-10-29 15:24:35,"Twitter for iPhone",18,89,"x1143251697231265792","snowxmochi","ㅅㄴㅇ모쮜 🖤",9319,54,146753,"ᴍʜ","맠프 지프 | I'll be your home 🏡 ft.🌹🐥🐑 | update : @prexsnow review :  #snowxmochiรีวิว | ไม่อนุญาตให้รีโพสทวิตนะคะ",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Aprilll46/status/1454107978118828034","JD&MH^^¤^^",,"(っ◔◡◔)                                         

                                  ♡Jaedo♡ ☆โดรึน☆                                            ♡Markhyuck♡《ดงรึน》",,FALSE,10,103,0,16610,29338,2018-07-09 15:51:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/1016349158205108224/1634377170","","http://pbs.twimg.com/profile_images/1446852142497615873/1ScTZTjL_normal.jpg"
"x1437070597679353857","x1454107978114625538",2021-10-29 15:28:52,"VicentaAraiza","#AMLOAtentaVsLaUNAM Llama @AntorchaOficial a los mexicanos, a defender autonomía de la @UNAM_MX  ante ataques  de AMLO | Ataques a la UNAM buscan imposición de AMLO y la 4ªT  al pueblo https://t.co/FQKP9Nw7Y9","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"AMLOAtentaVsLaUNAM",,,,,,,,,,,,,"x861324967656382465 x88347509 x50626996","OmarCarreonAbud AntorchaOficial UNAM_MX","es",,,,,,,,,,,,,,,,"x1454105211161747456","#AMLOAtentaVsLaUNAM Llama @AntorchaOficial a los mexicanos, a defender autonomía de la @UNAM_MX  ante ataques  de AMLO | Ataques a la UNAM buscan imposición de AMLO y la 4ªT  al pueblo https://t.co/FQKP9Nw7Y9",2021-10-29 15:17:52,"Twitter for Android",9,23,"x861324967656382465","OmarCarreonAbud","Omar Carreón Abud",13363,185,2089,,"Dirigente del Movimiento Antorchista en Michoacán",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/VicentaAraiza/status/1454107978114625538","Meza Araiza Vicenta",,"El que no vive para servir no sirve para vivir!",,FALSE,20,78,0,222,196,2021-09-12 15:08:40,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1437071115868901380/zfbjsCyH_normal.jpg"
"x1435998101802823688","x1454107978127355912",2021-10-29 15:28:52,"DAYANA2perdimi2","DEJEN SUS VOTOS COMENTANDO Y DANDO RT 

- 5 OBJETOS 

- 5 COLORED

- 5 ANIMALES 

+ #TheSong #BUTTER #PCAs @BTS_twt","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,"TheSong BUTTER PCAs",,,,,,,,,,,,,"x1299868069284675584 x335141638","MachiTako BTS_twt","es",,,,,,,,,,,,,,,,"x1454106871636414474","DEJEN SUS VOTOS COMENTANDO Y DANDO RT 

- 5 OBJETOS 

- 5 COLORED

- 5 ANIMALES 

+ #TheSong #BUTTER #PCAs @BTS_twt",2021-10-29 15:24:28,"Twitter for Android",2,3,"x1299868069284675584","MachiTako","🎃👻Jess👻🎃",1255,297,4721,,"Si te sigo, es porque BANGTAN está orgulloso de ti.

ONLY ARMY

SI ERES ANTI O TU PRIORIDAD NO ES BANGTAN, TE PIDO DE MANERA AMABLE QUE SALGAS DE AQUÍ",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DAYANA2perdimi2/status/1454107978127355912","DAYANA2perdimiotracuenta",,"Nam y su plantita:)",,FALSE,24,47,0,2129,3566,2021-09-09 16:07:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/1435998101802823688/1634053610","","http://pbs.twimg.com/profile_images/1447951589050888193/lVNk8d92_normal.jpg"
"x450638047","x1454107978127261702",2021-10-29 15:28:52,"CONTEXTFILM","Please meet the green sea turtle, one of the 3 protagonists of the #vr experience #MYRIAD. In MYRIAD's virtual space you learn about the endangered species' amazing abilities to navigate using the earth’s magnetic field and the smell of water composition. https://t.co/qWoW72Gc0Q https://t.co/QU7Kn4T73h","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"vr MYRIAD",,,,,,,,,,,,,"x2802951448","IMF_gGmbH","en",,,,,,,,,,,,,,,,"x1454097375727919109","Please meet the green sea turtle, one of the 3 protagonists of the #vr experience #MYRIAD. In MYRIAD's virtual space you learn about the endangered species' amazing abilities to navigate using the earth’s magnetic field and the smell of water composition. https://t.co/qWoW72Gc0Q https://t.co/QU7Kn4T73h",2021-10-29 14:46:44,"Twitter Web App",1,2,"x2802951448","IMF_gGmbH","Interactive Media Foundation",430,581,732,"Berlin, Germany","Creative media office focusing on relevant cultural and social issues. We are experts for Digital Content, VR, Interactive Graphic Novels, Media, Film and more.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CONTEXTFILM/status/1454107978127261702","CONTEXT-FILM","München","Wir sind spezialisiert auf die Konzeption und Produktion von anspruchsvollen und innovativen Dokumentarfilmen sowie hochwertiger Imagefilme.","http://www.context-film.de",FALSE,42,180,0,100,43,2011-12-30 13:42:38,FALSE,,,,"https://pbs.twimg.com/profile_banners/450638047/1359852698","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/3199578652/73602ba02232b91ff0efefad0334015b_normal.jpeg"
"x1070745173108285440","x1454107978122989573",2021-10-29 15:28:52,"DEV1LBUNNY","@buttercupaisyah istg lawa dia takleh bawak bincang😭 cemana boleh lahir lawa centu","Twitter for iPhone",65,"x1454107652686893056","x1070745173108285440","DEV1LBUNNY",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1017785544741289989","buttercupaisyah","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DEV1LBUNNY/status/1454107978122989573","fyra misses minghao","ENTP ☆ chuuya enthusiasts !","s!her #xiao i retweet a lot so u should fuck off",,FALSE,172,586,0,33832,56804,2018-12-06 18:21:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/1070745173108285440/1635353625","","http://pbs.twimg.com/profile_images/1453406183616700424/EUU1DtvD_normal.jpg"
"x1417880288265482247","x1454107978110488583",2021-10-29 15:28:52,"jaycebeckett","Tell me all your secrets ... I’m listening …😌😌 @boystobreed https://t.co/mDSDpYzdi2","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FC3191-X0AsWdPs.jpg","https://t.co/mDSDpYzdi2","https://twitter.com/jaycebeckett/status/1454088702309904385/photo/1","photo","http://pbs.twimg.com/media/FC3191-X0AsWdPs.jpg","https://t.co/mDSDpYzdi2","https://twitter.com/jaycebeckett/status/1454088702309904385/photo/1",,"x1417880288265482247 x1137694753838043136","jaycebeckett boystobreed","en",,,,,,,,,,,,,,,,"x1454088702309904385","Tell me all your secrets ... I’m listening …😌😌 @boystobreed https://t.co/mDSDpYzdi2",2021-10-29 14:12:16,"Twitter for iPhone",92,12,"x1417880288265482247","jaycebeckett","JayceBeckett | NC",1066,288,38,"Nc","your favorite red headed twink • Gemini ♊️ • the dms are open",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jaycebeckett/status/1454107978110488583","JayceBeckett | NC","Nc","your favorite red headed twink • Gemini ♊️ • the dms are open","https://jaycebeckett.onuniverse.com/",FALSE,1066,288,0,39,319,2021-07-21 16:13:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/1417880288265482247/1635404618","","http://pbs.twimg.com/profile_images/1453616486157856768/m0C3lymK_normal.jpg"
"x1146832860759744512","x1454107978110423041",2021-10-29 15:28:52,"mayumisenko","วันเกิดฉันปีนี้ขอเธอกลับมาได้ไหม #yuwin https://t.co/BhP4zVNp3R","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"yuwin",,,,,"http://pbs.twimg.com/media/FCjmp4IUUAI5xfj.jpg","https://t.co/BhP4zVNp3R","https://twitter.com/jlj_03/status/1452664511039557634/photo/1","photo","http://pbs.twimg.com/media/FCjmp4IUUAI5xfj.jpg http://pbs.twimg.com/media/FCjmqvXVcAQMCNV.jpg","https://t.co/BhP4zVNp3R https://t.co/BhP4zVNp3R","https://twitter.com/jlj_03/status/1452664511039557634/photo/1 https://twitter.com/jlj_03/status/1452664511039557634/photo/1",,"x1091670620566302722","jlj_03","th",,,,,,,,,,,,,,,,"x1452664511039557634","วันเกิดฉันปีนี้ขอเธอกลับมาได้ไหม #yuwin https://t.co/BhP4zVNp3R",2021-10-25 15:53:03,"Twitter for Android",46,135,"x1091670620566302722","jlj_03","JellyBear",33,327,42226,,"อยากอยู่เฉยๆแล้วรวย #รีวิวให้แจรี่แบร์",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mayumisenko/status/1454107978110423041","JN💙",,"🐶💙",,FALSE,2,0,0,7413,231,2019-07-04 17:27:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/1146832860759744512/1621259538","","http://pbs.twimg.com/profile_images/1428656477942607872/Zgex2127_normal.jpg"
"x2294237978","x1454107978139934732",2021-10-29 15:28:52,"ChSimonSU","@AStrochnis Sois plus clair la prochaine fois stp : ça fait 10min que je déroule ton fil dans tous les sens en cherchant...","Twitter for Android",111,"x1454066885495074817","x987342437927485442","AStrochnis",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x987342437927485442","AStrochnis","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ChSimonSU/status/1454107978139934732","Christian Simon","Paris","Chercheur-enseignant @Sorbonne_Univ_ 👨🏻‍🎓 

Cofondateur @fablabsu #innovation 💡

Transition & nucléaire @su_ite 🌍

Science participative @openradiation ⚛️","http://fablab.sorbonne-universites.fr",FALSE,3380,2488,161,35312,20668,2014-01-16 10:37:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/2294237978/1507113488","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/816658652820078595/myGFGGvB_normal.jpg"
"x1044015235223486466","x1454107978139897856",2021-10-29 15:28:52,"don_howie","If you’re a student, anywhere in the world, you can download my book for free today.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x50393960","BillGates","en",,,,,,,,,,,,,,,,"x1451696347556446208","If you’re a student, anywhere in the world, you can download my book for free today.",2021-10-22 23:45:55,"Twitter for Advertisers",332689,36576,"x50393960","BillGates","Bill Gates",55889093,330,3678,"Seattle, WA","Sharing things I'm learning through my foundation work and other interests.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/don_howie/status/1454107978139897856","howie don","Jamaica","Manchester United ❤️",,FALSE,419,461,0,5963,15175,2018-09-24 00:06:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/1044015235223486466/1537756931","","http://pbs.twimg.com/profile_images/1223050762307211266/yVoUne24_normal.jpg"
"x1331877628802953217","x1454107978127261703",2021-10-29 15:28:52,"blloodine","@JacksUncle221 صاير تجيب طاري الزواج كثير
لايكون😳","Twitter for iPhone",34,"x1454107606667104265","x1435561951271297027","JacksUncle221",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1435561951271297027","JacksUncle221","ar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/blloodine/status/1454107978127261703","Dr.Robin","❤️🛫","I was hard on myself But I was born for this | @inssmniia",,FALSE,251,112,0,9510,2172,2020-11-26 08:29:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/1331877628802953217/1628509380","","http://pbs.twimg.com/profile_images/1424697713980026884/aT9xV47x_normal.jpg"
"x1241425944457424897","x1454107978144038914",2021-10-29 15:28:52,"_miimss_","@Zelda18_ Ptdrrrrr😭😭","Twitter for Android",10,"x1454103667557212173","x1213411027435409410","Zelda18_",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x1213411027435409410","Zelda18_","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_miimss_/status/1454107978144038914","y'♡","she~her","▪︎Multistan▪︎🇲🇦 :)",,FALSE,582,689,2,11535,72275,2020-03-21 18:06:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/1241425944457424897/1634486400","","http://pbs.twimg.com/profile_images/1449764465537388553/KfVpq-g7_normal.jpg"
"x578496519","x1454107978118873093",2021-10-29 15:28:52,"Maria_sn1","@esirobot The piano burned too soon #AdaMasalı #PoyHaz","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,"AdaMasalı PoyHaz",,,,,,,,,,,,,"x1426709493094682627 x1384943106060169218","DizzyCat14 esirobot","en",,,,,,,,,,,,,,,,"x1454102807456407555","@esirobot The piano burned too soon #AdaMasalı #PoyHaz",2021-10-29 15:08:19,"Twitter for iPhone",1,3,"x1426709493094682627","DizzyCat14","DizzyCat ama 1.1MIL",163,225,3487,,,FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Maria_sn1/status/1454107978118873093","Maria Sendra(Isabel)","İstanbul, Türkiye","Ciudadana del mundo",,FALSE,447,479,0,35912,2824,2012-05-12 21:37:13,FALSE,,,,"https://pbs.twimg.com/profile_banners/578496519/1595009815","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1284188860730269698/5OSb-0kT_normal.jpg"
"x932937974","x1454107978118877189",2021-10-29 15:28:52,"destroyers__","https://t.co/wtSDtyj4c7","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,"http://pbs.twimg.com/media/FClwx8oX0AAhOtt.jpg","https://t.co/wtSDtyj4c7","https://twitter.com/NiSoyTuitstarMx/status/1452816361638486024/photo/1","photo","http://pbs.twimg.com/media/FClwx8oX0AAhOtt.jpg","https://t.co/wtSDtyj4c7","https://twitter.com/NiSoyTuitstarMx/status/1452816361638486024/photo/1",,"x1425881659807764484","NiSoyTuitstarMx","und",,,,,,,,,,,,,,,,"x1452816361638486024","https://t.co/wtSDtyj4c7",2021-10-26 01:56:27,"Twitter for iPhone",8893,2404,"x1425881659807764484","NiSoyTuitstarMx","Dibujitos Para Dedicarte ",16800,5,31,,"👻: Dibujitos con Frases Para Dedicar🤍",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/destroyers__/status/1454107978118877189","Sonia Santisteban",,"Todo tiene su propio tiempo ⏳",,FALSE,406,418,0,14727,6772,2012-11-07 21:05:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/932937974/1587589738","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1253068599281037315/Ltd0BHp5_normal.jpg"
"x1358494138056990723","x1454107978110586889",2021-10-29 15:28:52,"melootiny","[📰] FOR X! 📢

O OMEGA X irá participar do TGC teen 2021 Winter no dia 20/11 e eles estão aceitando perguntas! O envio é até as 11:59 (BRT) do dia 5/11.

Caso queira participar, basta fazer a sua pergunta com a hashtag --&gt; #おしえてOMEGA_X 

#OMEGA_X #오메가엑스 @OmegaX_official","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1410194730756063238","ConexaoOmegax","pt",,,,,,,,,,,,,,,,"x1454087408186707974","[📰] FOR X! 📢

O OMEGA X irá participar do TGC teen 2021 Winter no dia 20/11 e eles estão aceitando perguntas! O envio é até as 11:59 (BRT) do dia 5/11.

Caso queira participar, basta fazer a sua pergunta com a hashtag --&gt; #おしえてOMEGA_X 

#OMEGA_X #오메가엑스 @OmegaX_official",2021-10-29 14:07:08,"Twitter for Android",12,3,"x1410194730756063238","ConexaoOmegax","CONEXÃO OMEGA X 🛡 ΩX",860,199,4206," 11.07.21 | Brasil 🇧🇷 🇵🇹","A fanbase brasileira mais completa dedicada ao OMEGA X 🧨┋Ative as notificações e fique por dentro de tudo sobre o grupo!🔔💢",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/melootiny/status/1454107978110586889","Mille🍓",,"♡8 Makes 1 time ♡
Uma Atiny multifandom






•Atiny/ Army/ Stay/ Monbebe/ Moa/ For X•",,FALSE,89,191,8,3537,8550,2021-02-07 19:13:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1358494138056990723/1635301577","","http://pbs.twimg.com/profile_images/1449839316650405888/4HFBn_uJ_normal.jpg"
"x1424511855658217473","x1454107978114560003",2021-10-29 15:28:52,"_nietochristian","#LaVozdeElviraRawson Hoy a las  16:00 🕓 en @ElviraVozde Entrevista #EXCLUSIVA a @arialvarezpalma Legislador CABA por @bUCRevolucion Conducción :@rogodoy86 Te esperamos! @alfredocornejo @GugaLusto @martintetaz @ocampomartinBA @marielacoletta @hernan_najenson 🇮🇩 @RevDelParque https://t.co/cAF42EiYbt","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,"LaVozdeElviraRawson EXCLUSIVA",,,,,,,,,,,,,"x1392660979100622848 x1392660979100622848 x257251365","ElviraVozde ElviraVozde arialvarezpalma","es",,,,,,,,,,,,,,,,"x1454105714390151168","#LaVozdeElviraRawson Hoy a las  16:00 🕓 en @ElviraVozde Entrevista #EXCLUSIVA a @arialvarezpalma Legislador CABA por @bUCRevolucion Conducción :@rogodoy86 Te esperamos! @alfredocornejo @GugaLusto @martintetaz @ocampomartinBA @marielacoletta @hernan_najenson 🇮🇩 @RevDelParque https://t.co/cAF42EiYbt",2021-10-29 15:19:52,"Twitter for iPhone",24,23,"x1392660979100622848","ElviraVozde","La Voz de Elvira Rawson",304,65,189,,"Te esperamos los Viernes de 16 a 17 horas en AM 📻 1130 de tu dial ! Radio Show 🎙 https://www.am1130.com.ar/",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_nietochristian/status/1454107978114560003","Christian Nieto",,"Hincha del bicho y radical. Ateneo de La Recoleta Elvira Rawson. Enamorado de mi familia 😍",,FALSE,642,1274,0,158,549,2021-08-08 23:24:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/1424511855658217473/1628511726","","http://pbs.twimg.com/profile_images/1424520337664917509/8dyEDg3y_normal.jpg"
"x1328789984107753478","x1454107978127364107",2021-10-29 15:28:52,"lcmc__","🥺","Twitter for iPhone",,,,,TRUE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"und","x1453609046599036932","https://t.co/Hslz6BaqBl",2021-10-28 06:26:18,"Twitter for iPhone",7401,536,"x1199528207650656257","noluvv2","thefineleo",1379,653,6346,,,FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lcmc__/status/1454107978127364107","Est Tee😎",,"Everything you’re looking for 😘 | LLMD & LLT💗 999✨",,FALSE,502,633,0,1846,2824,2020-11-17 20:00:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/1328789984107753478/1635289222","","http://pbs.twimg.com/profile_images/1449862196985569281/jTZBgQSR_normal.jpg"
"x2806342609","x1454107978143973381",2021-10-29 15:28:52,"sankaku_futatsu","オススメの回です！","Twitter for Android",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x65410352","nobrock","ja","x1453771171560783878","テレビ東京「考えすぎちゃん ON TV ～ワンクールだけの大冒険～」
私の考えすぎちゃん、悩んでるならコレ、オーディションについての3本立て！

#考えすぎちゃん #佐久間宣行 #ファーストサマーウイカ #DJ松永 #ハナコ岡部 #TVer　
https://t.co/Ql9eUy2uNE",2021-10-28 17:10:31,"Twitter Web App",97,24,"x4174180574","TVer_official","TVer",76167,0,72387,"日本","民放公式テレビポータル『TVer』の公式アカウント。完全無料！
＜サブアカ情報＞
▶TVerスポーツ⚽
https://t.co/oM79Mo5VtV
▶宣伝部員📢
https://t.co/Ft3M6rynfO
▶TVerスタッフおすすめコンテンツ📺
https://t.co/gux0lXga6f",TRUE,"x1453878332496302084","オススメの回です！",2021-10-29 00:16:20,"Twitter for iPhone",306,16,"x65410352","nobrock","佐久間宣行",276582,835,46290,"東京","テレビとか色々作ってます。
ゴッドタン・あちこちオードリー・考えすぎちゃん・ウレロシリーズ・キングちゃん・ピラメキーノ・滝沢カレンのわかるまで教えて・SICKS・共感百景・有吉ニュース・キンコンヒルズなど
佐久間宣行のANN0
NOBROCKTV（youtube）",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sankaku_futatsu/status/1454107978143973381","▲▼（三角2つ）",,"さまぁ〜ずさんが好きです。地方住まいな為、さまぁ〜ずさんの番組の放送は大概が時差ネットでネタバレ視聴気味です^^; 地域の関係上観られない番組もいくつか💦💦。。  12",,FALSE,9,182,0,5585,25331,2014-09-12 22:38:55,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1301109093629792256/eYyAu4sj_normal.jpg"
"x1042354786539003905","x1454107978110418949",2021-10-29 15:28:52,"chocchipfrap","#ตีจนไม้หัก อีเหี้ยมึงมันทุเรศชิบหาย https://t.co/12MhyUWq8I","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,"ตีจนไม้หัก",,,,,"http://pbs.twimg.com/media/FC2t9u3VUAE8tx8.jpg","https://t.co/12MhyUWq8I","https://twitter.com/karichmaxi/status/1454009536293965831/photo/1","photo","http://pbs.twimg.com/media/FC2t9u3VUAE8tx8.jpg","https://t.co/12MhyUWq8I","https://twitter.com/karichmaxi/status/1454009536293965831/photo/1",,"x1227543195724025856","karichmaxi","th",,,,,,,,,,,,,,,,"x1454009536293965831","#ตีจนไม้หัก อีเหี้ยมึงมันทุเรศชิบหาย https://t.co/12MhyUWq8I",2021-10-29 08:57:42,"Twitter for Android",5664,12121,"x1227543195724025856","karichmaxi",";",4,25,425,,,FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chocchipfrap/status/1454107978110418949","ตุยเย่",,"กุน่ารักไม่อะไรกับใคร ขอบคุณค่ะ",,FALSE,21,59,0,13212,2914,2018-09-19 10:08:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/1042354786539003905/1634665152","","http://pbs.twimg.com/profile_images/1450517680457461765/sWPBbYlo_normal.jpg"
"x1197874922510409728","x1454107978143916036",2021-10-29 15:28:52,"babrenny","เอาจริงนะ ตอนรู้ว่าพี่คยองโฮคบกับพี่ซูยองจะ 9 ปีแล้วคือแบบนับถือมาก แล้วยิ่งไปเจอสัมตอนเค้าคบกันปีที่ 5-6 ที่พิธีกรตกใจบอกว่าคบกันมานานมากเลย พี่คยองโฮแกก็ตอบแบบมึนๆว่า โอ้ะ…นาน…หรอครับ…ผมว่ามันยังไม่นานเท่าไหร่เลย ㅠㅠㅠㅠㅠㅠㅠㅠ น่ารักโคตรรรรร ชีวิตนี้อ่ะ จะเจอบ้างไหม","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1155179454630518785","delandonmars","th",,,,,,,,,,,,,,,,"x1454101199116857349","เอาจริงนะ ตอนรู้ว่าพี่คยองโฮคบกับพี่ซูยองจะ 9 ปีแล้วคือแบบนับถือมาก แล้วยิ่งไปเจอสัมตอนเค้าคบกันปีที่ 5-6 ที่พิธีกรตกใจบอกว่าคบกันมานานมากเลย พี่คยองโฮแกก็ตอบแบบมึนๆว่า โอ้ะ…นาน…หรอครับ…ผมว่ามันยังไม่นานเท่าไหร่เลย ㅠㅠㅠㅠㅠㅠㅠㅠ น่ารักโคตรรรรร ชีวิตนี้อ่ะ จะเจอบ้างไหม",2021-10-29 15:01:56,"Twitter for iPhone",65,387,"x1155179454630518785","delandonmars","㎗",10478,211,56882,"yulje medc.⁺⁺","art, cuisine and film freak 📠 #revdelfilm",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/babrenny/status/1454107978143916036","babby",,,,FALSE,8,195,0,72456,1704,2019-11-22 13:50:31,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1351834538616389632/18bqExLT_normal.jpg"
"x2905976132","x1454107978118807554",2021-10-29 15:28:52,"aamnamudassarr","Mere paas bike hota tau mera b rasta khula hota 🥲","Twitter for Android",,,,,FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/aamnamudassarr/status/1454107978118807554","Aamna 🚩","Riasat- e- Madina","dun follow me follow your dreams.",,FALSE,810,405,0,8119,27636,2014-11-21 10:47:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/2905976132/1630848839","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1451552475035488262/wfG9TP66_normal.jpg"
